Departamento;Distrito;Area;Comunidad, aldea o barrio, nucleo familiar e individualidades;Familia linguistica del pueblo predominante;Pueblo;Cantidad de viviendas particulares;Cantidad de viviendas colectivas;Poblacion - Total;Poblacion - Varones;Poblacion - Mujeres
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Santa Rosa ; Mataco Mataguayo ; Maka / Manjui ;64; -     ;160;81;79
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Nu Guasu ; Guarani ; Guarani Nandeva ;44; -     ;127;65;62
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Siracua ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva ;27; -     ;86;39;47
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Jasy'endy ; Guarani ; Guarani Occidental / Pueblo Guarani / No indigena ;32; -     ;123;67;56
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Cuyabia ; Zamuco ; Guarani Occidental / Pueblo Guarani / Ayoreo ;13; -     ;32;14;18
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Loma ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / No indigena ;18; -     ;69;32;37
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Diez Kue Feliciano Saldivar ; Guarani ; Pai Tavytera/ Guarani Occidental / Pueblo Guarani / Guarani Nandeva / No indigena ;33; -     ;113;55;58
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Nucleo de Familias La Patria ; Guarani ; Guarani Nandeva ;12; -     ;70;38;32
 Boqueron ; Filadelfia ; Urbana ; Cacique Mayeto ; Lengua Maskoy ; Ava Guarani / Guarani Nandeva / Enlhet Norte / Enxet Sur / Nivacle / Maka ;156; -     ;763;392;371
 Boqueron ; Filadelfia ; Urbana ; Uj'elhavos ; Mataco Mataguayo ; Ava Guarani / Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Enlhet Norte / Enxet Sur / Nivacle / Maka / Ayoreo / No indigena ;455; -     ;3.107;1.593;1.514
 Boqueron ; Filadelfia ; Urbana ; Yvopey Renda ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Enlhet Norte / Enxet Sur / Angaite / Toba Maskoy / Toba Enenlhet / Nivacle / No indigena ;278; -     ;1.333;677;656
 Boqueron ; Filadelfia ; Rural ; Campo Loro ; Zamuco ; Guarani Occidental / Pueblo Guarani / Ayoreo / Ybytoso ;201; -     ;446;232;214
 Boqueron ; Filadelfia ; Rural ; Colonia 22 ; Mataco Mataguayo ; Nivacle / Manjui ;21; -     ;99;54;45
 Boqueron ; Filadelfia ; Rural ; Ebetogue ; Zamuco ; Manjui / Ayoreo ;72; -     ;292;156;136
 Boqueron ; Filadelfia ; Rural ; Jesudi ; Zamuco ; Guarani Occidental / Pueblo Guarani / Ayoreo ;22; -     ;59;35;24
 Boqueron ; Filadelfia ; Rural ; San Loewen ; Lengua Maskoy ; Guarani Occidental / Pueblo Guarani / Enlhet Norte / Enxet Sur / Angaite / Toba Maskoy / Toba Enenlhet / Nivacle ;105; -     ;356;190;166
 Boqueron ; Filadelfia ; Rural ; San Martin ; Lengua Maskoy ; Guarani Occidental / Pueblo Guarani / Sanapana / Angaite / Ybytoso / No indigena ;50;1;177;92;85
 Boqueron ; Filadelfia ; Rural ; Santo Domingo ; Lengua Maskoy ; Sanapana / Angaite / No indigena ;50; -     ;170;89;81
 Boqueron ; Filadelfia ; Rural ; Tunucojai ; Zamuco ; Ayoreo / No indigena ;7; -     ;14;7;7
 Boqueron ; Filadelfia ; Rural ; Jogasui ; Zamuco ; Ayoreo ;44; -     ;87;37;50
 Boqueron ; Filadelfia ; Rural ; 10 de Febrero ; Zamuco ; Ayoreo / No indigena ;15; -     ;38;18;20
 Boqueron ; Filadelfia ; Rural ; 15 de Setiembre ; Zamuco ; Ayoreo ;11; -     ;17;10;7
 Boqueron ; Filadelfia ; Rural ; 2 de Enero ; Zamuco ; Ayoreo / No indigena ;30; -     ;80;44;36
 Boqueron ; Filadelfia ; Rural ; Ijnapui ; Zamuco ; Ayoreo / No indigena ;26; -     ;68;35;33
 Boqueron ; Filadelfia ; Rural ; La Esquina ; Zamuco ; Ayoreo / No indigena ;16; -     ;49;22;27
 Boqueron ; Filadelfia ; Rural ; Colonia 5 - Obrero ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Enlhet Norte / Sanapana / Nivacle ;45; -     ;197;97;100
 Boqueron ; Filadelfia ; Rural ; Oleria Trebol ; Zamuco ; Ayoreo / No indigena ;38; -     ;131;66;65
 Boqueron ; Filadelfia ; Rural ; Amistad ; Zamuco ; Ayoreo ;10; -     ;28;14;14
 Boqueron ; Filadelfia ; Rural ; Guida Ichai ; Zamuco ; Ayoreo / No indigena ;136; -     ;450;242;208
 Boqueron ; Loma Plata ; Urbana ; Pesempo'o ; Lengua Maskoy ; Ava Guarani / Guarani Occidental / Pueblo Guarani / Enlhet Norte / Enxet Sur / Sanapana / Angaite / Guana / Toba Maskoy / Toba Enenlhet / Nivacle / Maka / Qom / No indigena ;553; -     ;2.079;1.071;1.008
 Boqueron ; Loma Plata ; Rural ; Nivacle Unida - Centro ; Mataco Mataguayo ; Guarani Occidental / Pueblo Guarani / Sanapana / Angaite / Nivacle / Ayoreo / No indigena ;33;3;158;77;81
 Boqueron ; Loma Plata ; Rural ; Nivacle Unida - Cesarea ; Mataco Mataguayo ; Enxet Sur / Nivacle ;32; -     ;159;86;73
 Boqueron ; Loma Plata ; Rural ; Nivacle Unida - Samaria ; Mataco Mataguayo ; Enxet Sur / Nivacle / No indigena ;107; -     ;265;140;125
 Boqueron ; Loma Plata ; Rural ; Nivacle Unida  - Tiberia ; Mataco Mataguayo ; Guarani Occidental / Pueblo Guarani / Enlhet Norte / Nivacle ;153; -     ;398;212;186
 Boqueron ; Loma Plata ; Rural ; Nivacle Unida - Betania ; Mataco Mataguayo ; Nivacle ;25; -     ;66;39;27
 Boqueron ; Loma Plata ; Rural ; Nivacle Unida  - Galilea ; Mataco Mataguayo ; Enxet Sur / Nivacle ;26; -     ;117;59;58
 Boqueron ; Loma Plata ; Rural ; Nivacle Unida  - Campo Salado ; Mataco Mataguayo ; Nivacle ;45; -     ;179;100;79
 Boqueron ; Loma Plata ; Rural ; Nivacle Unida - Campo Nueve ; Mataco Mataguayo ; Guarani Nandeva / Nivacle ;61; -     ;253;130;123
 Boqueron ; Loma Plata ; Rural ; Nivacle Unida - Jerico ; Mataco Mataguayo ; Enlhet Norte / Nivacle / No indigena ;29; -     ;96;46;50
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Centro ; Lengua Maskoy ; Enlhet Norte / Enxet Sur ;67; -     ;255;134;121
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Savaaya Amyep ; Lengua Maskoy ; Enlhet Norte / Enxet Sur ;27; -     ;87;44;43
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Setesves ; Lengua Maskoy ; Enlhet Norte / No indigena ;34; -     ;109;54;55
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Naok Amyep ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana / Nivacle / Maka ;51; -     ;186;98;88
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Mariscal Lopez ; Lengua Maskoy ; Enlhet Norte / Toba Maskoy / Toba Enenlhet ;25; -     ;97;45;52
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - 10 de Agosto ; Lengua Maskoy ; Guarani Nandeva / Enlhet Norte / Enxet Sur / Toba Maskoy / Toba Enenlhet / Nivacle / Maka ;35; -     ;159;81;78
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Caacupe ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana / Nivacle ;34; -     ;141;78;63
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Nazareth ; Lengua Maskoy ; Ache / Enlhet Norte / Enxet Sur / Angaite / Nivacle ;133; -     ;474;250;224
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Efeso ; Lengua Maskoy ; Enlhet Norte / Angaite / Toba Maskoy / Toba Enenlhet / No indigena ;67; -     ;269;134;135
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Tarso Amyep ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / No indigena ;21; -     ;84;45;39
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Madian ; Lengua Maskoy ; Enlhet Norte / Toba Maskoy / Toba Enenlhet ;27; -     ;96;55;41
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Kanavsa ; Lengua Maskoy ; Enlhet Norte / Enxet Sur ;26; -     ;85;44;41
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Campo Bello ; Lengua Maskoy ; Enlhet Norte ;21; -     ;54;30;24
 Boqueron ; Loma Plata ; Rural ; Ya'alve Saanga - Monte Palmera ; Lengua Maskoy ; Enlhet Norte / Nivacle / Ayoreo / No indigena ;49; -     ;132;65;67
 Boqueron ; Boqueron ; Urbana ; Cayin'o Clim ; Mataco Mataguayo ; Ava Guarani / Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Enlhet Norte / Toba Maskoy / Toba Enenlhet / Nivacle / Maka / No indigena ;368; -     ;1.809;904;905
 Boqueron ; Boqueron ; Rural ; Fischat - San Leonardo ; Mataco Mataguayo ; Nivacle / No indigena ;45;1;200;102;98
 Boqueron ; Boqueron ; Rural ; Campo Largo - 6 de Octubre ; Lengua Maskoy ; Ava Guarani / Guarani Nandeva / Enlhet Norte ;20; -     ;65;32;33
 Boqueron ; Boqueron ; Rural ; Cacique Sapo ; Mataco Mataguayo ; Toba Maskoy / Toba Enenlhet / Nivacle / No indigena ;21; -     ;112;46;66
 Boqueron ; Boqueron ; Rural ; Cacique Sapo - Santa Rosa ; Mataco Mataguayo ; Nivacle / No indigena ;20; -     ;114;57;57
 Boqueron ; Boqueron ; Rural ; San Jose Esteros ; Mataco Mataguayo ; Enlhet Norte / Nivacle ;78; -     ;528;267;261
 Boqueron ; Boqueron ; Rural ; Quenjacloi ; Mataco Mataguayo ; Nivacle / Maka ;25; -     ;83;40;43
 Boqueron ; Boqueron ; Rural ; Yi'shinachat ; Mataco Mataguayo ; Enlhet Norte / Nivacle / No indigena ;117; -     ;549;274;275
 Boqueron ; Boqueron ; Rural ; Campo Alegre - Aldea 1 ; Mataco Mataguayo ; Nivacle ;43; -     ;159;86;73
 Boqueron ; Boqueron ; Rural ; Campo Alegre - Aldea 2 ; Mataco Mataguayo ; Nivacle / No indigena ;193; -     ;587;298;289
 Boqueron ; Boqueron ; Rural ; Campo Alegre - Aldea 3 ; Mataco Mataguayo ; Nivacle ;56; -     ;179;94;85
 Boqueron ; Boqueron ; Rural ; Campo Alegre - Aldea 4 ; Mataco Mataguayo ; Nivacle ;46; -     ;155;76;79
 Boqueron ; Boqueron ; Rural ; Campo Alegre - Aldea 5 ; Mataco Mataguayo ; Enlhet Norte / Toba Maskoy / Toba Enenlhet / Nivacle ;57;1;207;109;98
 Boqueron ; Boqueron ; Rural ; Campo Alegre - Aldea 6 ; Mataco Mataguayo ; Nivacle ;54; -     ;179;101;78
 Boqueron ; Boqueron ; Rural ; Campo Alegre - Aldea 7 ; Mataco Mataguayo ; Nivacle / Maka ;33; -     ;98;49;49
 Boqueron ; Boqueron ; Rural ; Campo Alegre - Aldea 8 ; Mataco Mataguayo ; Nivacle ;36; -     ;120;61;59
 Boqueron ; Boqueron ; Rural ; Campo Alegre - Aldea 9 ; Mataco Mataguayo ; Nivacle / Maka ;38; -     ;117;59;58
 Boqueron ; Boqueron ; Rural ; Campo Alegre - Aldea 10 ; Mataco Mataguayo ; Nivacle / Manjui / No indigena ;45; -     ;153;77;76
 Boqueron ; Boqueron ; Rural ; Campo Alegre - Laguna Verde ; Mataco Mataguayo ; Nivacle / Manjui ;51; -     ;164;87;77
 Boqueron ; Boqueron ; Rural ; Campo Ampu ; Mataco Mataguayo ; Nivacle / Manjui / No indigena ;17; -     ;54;28;26
 Boqueron ; Boqueron ; Rural ; Casuarina - La Serena ; Mataco Mataguayo ; Nivacle ;21; -     ;61;27;34
 Boqueron ; Boqueron ; Rural ; Casuarina - La Promesa ; Mataco Mataguayo ; Nivacle ;37; -     ;110;61;49
 Boqueron ; Boqueron ; Rural ; Casuarina - Campo Virgen ; Mataco Mataguayo ; Pai Tavytera/ Nivacle ;73; -     ;182;93;89
 Boqueron ; Boqueron ; Rural ; Casuarina - Campo Grande ; Mataco Mataguayo ; Nivacle / Manjui ;53; -     ;181;88;93
 Boqueron ; Boqueron ; Rural ; Casuarina - La corona ; Mataco Mataguayo ; Nivacle ;21; -     ;61;33;28
 Boqueron ; Boqueron ; Rural ; Mistolar ; Mataco Mataguayo ; Nivacle / Manjui ;49; -     ;162;73;89
 Boqueron ; Boqueron ; Rural ; Sandhorst ; Mataco Mataguayo ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Nivacle ;104; -     ;475;256;219
 Boqueron ; Boqueron ; Rural ; Yàcacvash ; Mataco Mataguayo ; Nivacle / Manjui ;58; -     ;242;126;116
 Boqueron ; Boqueron ; Rural ; Media Luna ; Mataco Mataguayo ; Nivacle / No indigena ;8; -     ;46;21;25
 Boqueron ; Boqueron ; Rural ; La Princesa ; Mataco Mataguayo ; Nivacle ;71; -     ;351;176;175
 Boqueron ; Boqueron ; Rural ; Paraiso ; Mataco Mataguayo ; Guana / Nivacle / No indigena ;83; -     ;310;146;164
 Boqueron ; Boqueron ; Rural ; Pablo Sthall ; Mataco Mataguayo ; Enlhet Norte / Nivacle / No indigena ;30; -     ;73;38;35
 Alto Paraguay ; Fuerte Olimpo ; Urbana ; Virgen Santisima ; Zamuco ; Ayoreo / Ybytoso / No indigena ;100; -     ;324;174;150
 Alto Paraguay ; Fuerte Olimpo ; Rural ; Puerto Maria Elena - Pitiantuta ; Zamuco ; Ybytoso / Tomaraho / No indigena ;71; -     ;211;108;103
 Alto Paraguay ; Fuerte Olimpo ; Rural ; La Abundancia ; Zamuco ; Ayoreo / Ybytoso / No indigena ;62;3;193;94;99
 Alto Paraguay ; Puerto Casado ; Urbana ; Livio Farina ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana / Angaite / Guana / Toba Maskoy / Toba Enenlhet / No indigena ;64; -     ;276;137;139
 Alto Paraguay ; Puerto Casado ; Rural ; Riacho Mosquito ; Lengua Maskoy ; Sanapana / Angaite / Guana / Toba Maskoy / Toba Enenlhet / Nivacle / Ybytoso ;120; -     ;435;208;227
 Alto Paraguay ; Puerto Casado ; Rural ; Castilla ; Lengua Maskoy ; Sanapana / Angaite / Guana / Toba Maskoy / Toba Enenlhet / Nivacle ;54; -     ;213;108;105
 Alto Paraguay ; Puerto Casado ; Rural ; San Isidro - Km 39 ; Lengua Maskoy ; Sanapana / Angaite / Guana / Toba Maskoy / Toba Enenlhet ;23; -     ;93;45;48
 Alto Paraguay ; Puerto Casado ; Rural ; Maria Auxiliadora Km 40 ; Lengua Maskoy ; Angaite / Toba Maskoy / Toba Enenlhet ;22; -     ;99;41;58
 Alto Paraguay ; Puerto Casado ; Rural ; Machete Vaina ; Lengua Maskoy ; Pai Tavytera/ Sanapana / Angaite / Guana / Toba Maskoy / Toba Enenlhet ;69; -     ;247;136;111
 Alto Paraguay ; Puerto Casado ; Rural ; Boqueron Kue ; Lengua Maskoy ; Sanapana / Angaite / Guana / Toba Maskoy / Toba Enenlhet ;63; -     ;252;126;126
 Alto Paraguay ; Puerto Casado ; Rural ; Arocojnadi ; Zamuco ; Ayoreo / Qom ;14; -     ;43;24;19
 Alto Paraguay ; Puerto Casado ; Rural ; Chaidi ; Zamuco ; Ayoreo / No indigena ;34; -     ;118;60;58
 Alto Paraguay ; Bahia Negra ; Rural ; Karchabalut - 14 de Mayo ; Zamuco ; Ybytoso ;25; -     ;67;32;35
 Alto Paraguay ; Bahia Negra ; Rural ; Puerto Diana ; Zamuco ; Ava Guarani / Ybytoso / Tomaraho / No indigena ;263; -     ;820;428;392
 Alto Paraguay ; Bahia Negra ; Rural ; Inihta - Puerto Esperanza ; Zamuco ; Ava Guarani / Ayoreo / Ybytoso ;103; -     ;406;207;199
 Alto Paraguay ; Bahia Negra ; Rural ; Sabywut - Puerto Pollo ; Zamuco ; Nivacle / Ybytoso ;8; -     ;29;20;9
 Alto Paraguay ; Carmelo Peralta ; Rural ; Guida Ichai ; Zamuco ; Ayoreo / No indigena ;20; -     ;52;31;21
 Alto Paraguay ; Carmelo Peralta ; Rural ; Puerto Maria Auxiliadora - Isla Alta ; Zamuco ; Ayoreo / No indigena ;21; -     ;56;28;28
 Alto Paraguay ; Carmelo Peralta ; Rural ; Cucaani ; Zamuco ; Ayoreo ;9; -     ;25;14;11
 Alto Paraguay ; Carmelo Peralta ; Rural ; Nueva Esperanza ; Zamuco ; Ayoreo ;27; -     ;59;35;24
 Alto Paraguay ; Carmelo Peralta ; Rural ; Punta ; Zamuco ; Ayoreo / No indigena ;48; -     ;109;57;52
 Alto Paraguay ; Carmelo Peralta ; Rural ; Tiogai ; Zamuco ; Ayoreo ;23; -     ;48;22;26
 Alto Paraguay ; Carmelo Peralta ; Rural ; Atapi ; Zamuco ; Maka / Ayoreo ;22; -     ;43;20;23
 Alto Paraguay ; Carmelo Peralta ; Rural ; Punta Euei ; Zamuco ; Ayoreo ;37; -     ;97;46;51
 Alto Paraguay ; Carmelo Peralta ; Rural ; Dojobie ; Zamuco ; Ayoreo ;15; -     ;35;18;17
 Alto Paraguay ; Carmelo Peralta ; Rural ; Ayugui ; Zamuco ; Ayoreo ;31; -     ;66;34;32
Total;-;-;-;-;-;39.093;20;137.547;70.110;67.437
